Celebrity,Professional,Dance,Song,Series,Week,Order,Craig,Arlene,Len,Bruno,Alesha,Darcey,Jennifer,Donny,Total
Emma Bunton,Darren Bennett,Viennese Waltz,Kiss From A Rose,4,5,6,8,9,8,9,0,0,0,0,34
Carol Smilie,Matthew Cutler,Salsa,Don't Stop Til You Get Enough,4,5,7,7,6,8,8,0,0,0,0,29
Peter Schmeichel,Erin Boag,Viennese Waltz,Have You Ever Really Loved A Woman?,4,5,8,6,7,8,7,0,0,0,0,28
Mark Ramprakash,Karen Hardy,Salsa,"Hot, Hot, Hot",4,5,9,9,9,9,9,0,0,0,0,36
Ray Fearon,Camilla Dallerup,Samba,I Don't Feel Like Dancing,4,6,1,6,6,7,7,0,0,0,0,26
Claire King,Brendan Cole,American Smooth,Blue Moon,4,6,2,8,7,9,8,0,0,0,0,32
Emma Bunton,Darren Bennett,Samba,Maria,4,6,3,9,9,9,9,0,0,0,0,36
Mark Ramprakash,Karen Hardy,American Smooth,Orange Coloured Sky,4,6,4,8,9,7,9,0,0,0,0,33
Louisa Lytton,Vincent Simone,Samba,Rhythm Of The Night,4,6,5,8,8,8,8,0,0,0,0,32
Matt Dawson,Lilia Kopylova,American Smooth,You Make Me Feel So Young,4,6,6,8,8,9,9,0,0,0,0,34
Peter Schmeichel,Erin Boag,Samba,Use It Up And Wear It Out,4,6,7,3,4,6,6,0,0,0,0,19
Carol Smilie,Matthew Cutler,American Smooth,It's Oh So Quiet,4,6,8,6,7,7,7,0,0,0,0,27
Emma Bunton,Darren Bennett,Cha-cha-cha,All Right Now,4,7,1,7,7,7,9,0,0,0,0,30
Claire King,Brendan Cole,Tango,Ole Guapa,4,7,2,8,8,6,7,0,0,0,0,29
Mark Ramprakash,Karen Hardy,Rumba,Right Here Waiting,4,7,3,5,6,8,8,0,0,0,0,27
Carol Smilie,Matthew Cutler,Cha-cha-cha,Dancing In The Moonlight,4,7,4,7,7,8,8,0,0,0,0,30
Peter Schmeichel,Erin Boag,Foxtrot,Something's Gotta Give,4,7,5,6,6,7,7,0,0,0,0,26
Louisa Lytton,Vincent Simone,Tango,Sweet Dreams (Are Made Of This),4,7,6,8,9,9,9,0,0,0,0,35
Matt Dawson,Lilia Kopylova,Waltz,What A Wonderful World,4,7,7,9,9,10,9,0,0,0,0,37
Matt Dawson,Lilia Kopylova,Jive,I Feel Good,4,8,1,6,7,8,7,0,0,0,0,28
Carol Smilie,Matthew Cutler,Waltz,If You Don't Know Me By Now,4,8,2,7,7,8,8,0,0,0,0,30
Louisa Lytton,Vincent Simone,Paso doble,Left Outside Alone,4,8,3,8,8,9,9,0,0,0,0,34
Emma Bunton,Darren Bennett,American Smooth,Anything Goes,4,8,4,8,8,9,9,0,0,0,0,34
Claire King,Brendan Cole,Samba,I Love To Love,4,8,5,5,5,8,7,0,0,0,0,25
Mark Ramprakash,Karen Hardy,Viennese Waltz,Piano Man,4,8,6,9,9,9,9,0,0,0,0,36
Carol Smilie,Matthew Cutler,Viennese Waltz,Breakaway,4,9,1,8,8,9,9,0,0,0,0,34
Matt Dawson,Lilia Kopylova,Quickstep,Walking On Sunshine,4,9,2,8,8,9,9,0,0,0,0,34
Emma Bunton,Darren Bennett,Waltz,The Way We Were,4,9,3,9,8,10,10,0,0,0,0,37
Mark Ramprakash,Karen Hardy,Foxtrot,California Dreaming,4,9,4,7,7,7,7,0,0,0,0,28
Louisa Lytton,Vincent Simone,Viennese Waltz,That's Amore,4,9,5,8,8,8,9,0,0,0,0,33
Carol Smilie,Matthew Cutler,Samba,Club Tropicana,4,9,6,7,9,9,9,0,0,0,0,34
Matt Dawson,Lilia Kopylova,Rumba,The Blower's Daughter,4,9,7,6,6,8,7,0,0,0,0,27
Emma Bunton,Darren Bennett,Paso doble,Explosive,4,9,8,9,9,9,10,0,0,0,0,37
Mark Ramprakash,Karen Hardy,Samba,I Go To Rio,4,9,9,9,9,9,9,0,0,0,0,36
Louisa Lytton,Vincent Simone,Cha-cha-cha,Rescue Me,4,9,10,9,9,9,9,0,0,0,0,36
Mark Ramprakash,Karen Hardy,Waltz,With You I'm Born Again,4,10,1,9,9,9,9,0,0,0,0,36
Louisa Lytton,Vincent Simone,American Smooth,Do Nothing Till You Hear From Me,4,10,2,7,8,8,8,0,0,0,0,31
Matt Dawson,Lilia Kopylova,Viennese Waltz,Crazy,4,10,3,6,7,8,8,0,0,0,0,29
Emma Bunton,Darren Bennett,Tango,Maneater,4,10,4,9,8,9,9,0,0,0,0,35
Mark Ramprakash,Karen Hardy,Jive,Blue Suede Shoes,4,10,5,5,7,8,7,0,0,0,0,27
Louisa Lytton,Vincent Simone,Rumba,(Everything I Do) I Do It For You,4,10,6,7,7,7,7,0,0,0,0,28
Matt Dawson,Lilia Kopylova,Samba,Faith,4,10,7,8,8,8,8,0,0,0,0,32
Emma Bunton,Darren Bennett,Rumba,She's The One,4,10,8,8,8,9,9,0,0,0,0,34
Matt Dawson,Lilia Kopylova,Foxtrot,Moondance,4,11,1,9,8,9,9,0,0,0,0,35
Emma Bunton,Darren Bennett,Argentine Tango,Santa Maria,4,11,2,9,9,9,9,0,0,0,0,36
Mark Ramprakash,Karen Hardy,Quickstep,Bye Bye Love,4,11,3,9,9,8,8,0,0,0,0,34
Matt Dawson,Lilia Kopylova,Argentine Tango,I've Seen That Face Before,4,11,4,7,7,8,8,0,0,0,0,30
Emma Bunton,Darren Bennett,Salsa,Ain't Nobody,4,11,5,8,7,9,9,0,0,0,0,33
Mark Ramprakash,Karen Hardy,Argentine Tango,Goldeneye,4,11,6,9,10,10,10,0,0,0,0,39
Matt Dawson,Lilia Kopylova,Waltz,What A Wonderful World,4,12,1,9,9,10,10,0,0,0,0,38
Mark Ramprakash,Karen Hardy,Tango,Eleanor Rigby,4,12,2,8,8,9,9,0,0,0,0,34
Mark Ramprakash,Karen Hardy,Salsa,"Hot, Hot, Hot",4,12,3,10,10,10,10,0,0,0,0,40
Mark Ramprakash,Karen Hardy,Samba,(Your Love Keeps Lifting Me) Higher and Higher,4,12,4,9,9,9,9,0,0,0,0,36
Matt Dawson,Lilia Kopylova,Quickstep,(Your Love Keeps Lifting Me) Higher and Higher,4,12,5,9,9,9,9,0,0,0,0,36
Matt Dawson,Lilia Kopylova,Samba,Faith,4,12,6,7,7,9,8,0,0,0,0,31
Matt Dawson,Lilia Kopylova,Show dance,Say A Little Prayer,4,12,7,0,0,0,0,0,0,0,0,0
Mark Ramprakash,Karen Hardy,Show dance,Shout,4,12,8,0,0,0,0,0,0,0,0,0
Matt Di Angelo,Flavia Cacace,Cha-cha-cha,Mama Told Me Not To Come,5,1,1,5,6,6,6,0,0,0,0,23
Brian Capron,Karen Hardy,Waltz,The Godfather Waltz,5,1,2,4,4,5,5,0,0,0,0,18
Dominic Littlewood,Lilia Kopylova,Cha-cha-cha,The Shoop Shoop Song,5,1,3,6,6,7,6,0,0,0,0,25
Willie Thorne,Erin Boag,Waltz,Run To You,5,1,4,5,5,7,7,0,0,0,0,24
Gethin Jones,Camilla Dallerup,Cha-cha-cha,I Haven�t Stopped Dancing Yet,5,1,5,4,5,7,6,0,0,0,0,22
Kenny Logan,Ola Jordan,Waltz,Are You Lonesome Tonight?,5,1,6,4,5,6,6,0,0,0,0,21
John Barnes,Nicole Cutler,Cha-cha-cha,Uptight,5,1,7,6,6,7,7,0,0,0,0,26
Stephane Beacham,Vincent Simone,Quickstep,Suddenly I See,5,2,1,6,6,6,6,0,0,0,0,24
Letitia Dean,Darren Bennett,Rumba,How Deep Is Your Love?,5,2,2,4,6,7,6,0,0,0,0,23
Kate Garraway,Anton du Beke,Quickstep,Love Machine,5,2,3,2,4,5,4,0,0,0,0,15
Alesha Dixon,Matthew Cutler,Rumba,Hurt,5,2,4,8,7,8,8,0,0,0,0,31
Penny Lancaster Stewart,Ian Waite,Quickstep,I'm Sitting On Top Of The World,5,2,5,8,8,8,9,0,0,0,0,33
Kelly Brook,Brendan Cole,Rumba,She's Like The Wind,5,2,6,8,9,8,8,0,0,0,0,33
Gabby Logan,James Jordan,Quickstep,Things,5,2,7,8,7,7,7,0,0,0,0,29
Gabby Logan,James Jordan,Jive,Saturday Night's Alright (For Fighting),5,3,1,8,7,8,8,0,0,0,0,31
Gethin Jones,Camilla Dallerup,Tango,Gold,5,3,2,6,7,8,8,0,0,0,0,29
Penny Lancaster Stewart,Ian Waite,Jive,Don't Stop Me Now,5,3,3,5,6,7,7,0,0,0,0,25
Kenny Logan,Ola Jordan,Tango,Call Me,5,3,4,6,6,7,6,0,0,0,0,25
Matt Di Angelo,Flavia Cacace,Jive,"Shake, Rattle & Roll",5,3,5,7,7,8,8,0,0,0,0,30
Kate Garraway,Anton du Beke,Tango,They,5,3,6,4,5,5,5,0,0,0,0,19
Dominic Littlewood,Lilia Kopylova,Jive,Candyman,5,3,7,6,6,7,6,0,0,0,0,25
Letitia Dean,Darren Bennett,Tango,Material Girl,5,3,8,6,7,7,7,0,0,0,0,27
John Barnes,Nicole Cutler,Jive,Reet Petite,5,3,9,6,7,7,7,0,0,0,0,27
Willie Thorne,Erin Boag,Tango,Obertura,5,3,10,5,6,6,6,0,0,0,0,23
Alesha Dixon,Matthew Cutler,Jive,Shake Your Tail Feather,5,3,11,9,9,9,9,0,0,0,0,36
Kelly Brook,Brendan Cole,Tango,"Gimme, Gimme, Gimme",5,3,12,9,9,8,9,0,0,0,0,35
Alesha Dixon,Matthew Cutler,American Smooth,"Top Hat, White Tie and Tails",5,4,1,8,8,8,9,0,0,0,0,33
Gabby Logan,James Jordan,Samba,Eso Beso,5,4,2,7,7,8,8,0,0,0,0,30
Dominic Littlewood,Lilia Kopylova,American Smooth,Straighten Up and Fly,5,4,3,6,6,7,7,0,0,0,0,26
Kate Garraway,Anton du Beke,Samba,Dancing Queen,5,4,4,3,3,6,4,0,0,0,0,16
John Barnes,Nicole Cutler,American Smooth,Stay With Me,5,4,5,4,5,7,6,0,0,0,0,22
Kenny Logan,Ola Jordan,Samba,Mujer Latina,5,4,6,3,4,6,5,0,0,0,0,18
Kelly Brook,Brendan Cole,American Smooth,(Love Is) The Tender Trap,5,4,7,8,8,8,10,0,0,0,0,34
Gethin Jones,Camilla Dallerup,Samba,More Than A Woman,5,4,8,6,6,7,7,0,0,0,0,26
Letitia Dean,Darren Bennett,American Smooth,Makin' Whoopee,5,4,9,7,8,8,8,0,0,0,0,31
Penny Lancaster Stewart,Ian Waite,Samba,These Boots Are Made For Walking,5,4,10,8,7,9,8,0,0,0,0,32
Matt Di Angelo,Flavia Cacace,American Smooth,For Once In My Life,5,4,11,9,9,9,9,0,0,0,0,36
Kelly Brook,Brendan Cole,Paso doble,You Give Love A Bad Name,5,5,1,7,7,7,7,0,0,0,0,28
John Barnes,Nicole Cutler,Foxtrot,My Guy,5,5,2,4,6,7,7,0,0,0,0,24
Letitia Dean,Darren Bennett,Paso doble,Live And Let Die,5,5,3,7,8,8,8,0,0,0,0,31
Gethin Jones,Camilla Dallerup,Foxtrot,Don't It Make My Brown Eyes Blue,5,5,4,7,8,8,8,0,0,0,0,31
Kenny Logan,Ola Jordan,Paso doble,Take Me Out,5,5,5,4,5,6,6,0,0,0,0,21
Alesha Dixon,Matthew Cutler,Foxtrot,Heaven,5,5,6,9,9,9,9,0,0,0,0,36
Dominic Littlewood,Lilia Kopylova,Paso doble,El Gato Montes,5,5,7,5,7,7,6,0,0,0,0,25
Kate Garraway,Anton du Beke,Foxtrot,I Could Write A Book,5,5,8,5,7,7,7,0,0,0,0,26
Matt Di Angelo,Flavia Cacace,Paso doble,Smooth Criminal,5,5,9,7,8,8,8,0,0,0,0,31
Penny Lancaster Stewart,Ian Waite,Foxtrot,This Can't Be Love,5,5,10,9,8,9,9,0,0,0,0,35
Gethin Jones,Camilla Dallerup,Viennese Waltz,Falling,5,6,1,9,9,9,9,0,0,0,0,36
Penny Lancaster Stewart,Ian Waite,Salsa,Higher,5,6,2,6,6,7,6,0,0,0,0,25
Matt Di Angelo,Flavia Cacace,Viennese Waltz,When A Man Loves A Woman,5,6,3,8,6,7,8,0,0,0,0,29
Kate Garraway,Anton du Beke,Salsa,Peanut Vendor,5,6,4,3,4,6,5,0,0,0,0,18
Letitia Dean,Darren Bennett,Salsa,Pastime Paradise,5,6,5,6,6,7,6,0,0,0,0,25
Kenny Logan,Ola Jordan,Viennese Waltz,Flower Of Scotland,5,6,6,5,7,8,6,0,0,0,0,26
John Barnes,Nicole Cutler,Salsa,Ran Kan Kan,5,6,7,8,9,10,9,0,0,0,0,36
Kelly Brook,Brendan Cole,Viennese Waltz,Delilah,5,6,8,9,9,9,9,0,0,0,0,36
Alesha Dixon,Matthew Cutler,Salsa,Gotta Be Startin' Something,5,6,9,9,8,9,9,0,0,0,0,35
Kelly Brook,Brendan Cole,Jive,Johnny B Goode,5,7,1,9,9,9,9,0,0,0,0,36
Letitia Dean,Darren Bennett,Foxtrot,Call Me Irresponsible,5,7,2,8,8,9,9,0,0,0,0,34
Kenny Logan,Ola Jordan,Cha-cha-cha,Billie Jean,5,7,3,4,5,7,6,0,0,0,0,22
Gethin Jones,Camilla Dallerup,Rumba,Lost,5,7,4,7,8,8,8,0,0,0,0,31
John Barnes,Nicole Cutler,Tango,Dance With Me,5,7,5,6,7,8,7,0,0,0,0,28
Kate Garraway,Anton du Beke,Paso doble,Somebody Told Me,5,7,6,4,5,7,5,0,0,0,0,21
Alesha Dixon,Matthew Cutler,Waltz,A Time For Us,5,7,7,9,10,9,10,0,0,0,0,38
Matt Di Angelo,Flavia Cacace,Quickstep,"Is You Is, Or Is You Ain't My Baby",5,7,8,8,9,8,9,0,0,0,0,34
Gethin Jones,Camilla Dallerup,Quickstep,You're The Top,5,8,1,8,9,9,8,0,0,0,0,34
John Barnes,Nicole Cutler,Samba,Sir Duke,5,8,2,7,6,7,7,0,0,0,0,27
Letitia Dean,Darren Bennett,Viennese Waltz,She's Always A Woman,5,8,3,8,8,7,9,0,0,0,0,32
Kelly Brook,Brendan Cole,Samba,Stayin' Alive,5,8,4,7,7,7,8,0,0,0,0,29
Kenny Logan,Ola Jordan,American Smooth,How Sweet It Is,5,8,5,6,8,8,8,0,0,0,0,30
Matt Di Angelo,Flavia Cacace,Salsa,Vehicle,5,8,6,9,10,9,10,0,0,0,0,38
Alesha Dixon,Matthew Cutler,Cha-cha-cha,Crazy In Love,5,8,7,9,10,10,10,0,0,0,0,39
Matt Di Angelo,Flavia Cacace,Tango,What Are You Waiting For,5,9,1,7,7,9,9,0,0,0,0,32
Gethin Jones,Camilla Dallerup,Waltz,If I Were A Painting,5,9,2,9,10,10,10,0,0,0,0,39
Letitia Dean,Darren Bennett,Quickstep,Walking Back To Happiness,5,9,3,7,7,8,8,0,0,0,0,30
Kenny Logan,Ola Jordan,Foxtrot,They Can't Take That Away From Me,5,9,4,7,7,8,8,0,0,0,0,30
Alesha Dixon,Matthew Cutler,Tango,Jealousy,5,9,5,9,10,9,10,0,0,0,0,38
Matt Di Angelo,Flavia Cacace,Rumba,Get Here,5,9,6,8,9,8,8,0,0,0,0,33
Gethin Jones,Camilla Dallerup,Salsa,Azucar,5,9,7,8,9,9,9,0,0,0,0,35
Letitia Dean,Darren Bennett,Cha-cha-cha,Drive My Car,5,9,8,6,6,7,7,0,0,0,0,26
Kenny Logan,Ola Jordan,Rumba,Fields Of Gold,5,9,9,4,5,7,7,0,0,0,0,23
Alesha Dixon,Matthew Cutler,Samba,(Reach Out) I'll Be There,5,9,10,9,8,10,9,0,0,0,0,36
Gethin Jones,Camilla Dallerup,American Smooth,"Green, Green Grass Of Home",5,10,1,9,9,10,10,0,0,0,0,38
Alesha Dixon,Matthew Cutler,Viennese Waltz,Memory,5,10,2,9,9,10,10,0,0,0,0,38
Letitia Dean,Darren Bennett,Waltz,The Impossible Dream,5,10,3,8,9,9,9,0,0,0,0,35
Matt Di Angelo,Flavia Cacace,Foxtrot,Better Together,5,10,4,4,6,8,8,0,0,0,0,26
Gethin Jones,Camilla Dallerup,Jive,Knock On Wood,5,10,5,9,9,9,10,0,0,0,0,37
Alesha Dixon,Matthew Cutler,Paso doble,Toccata,5,10,6,9,9,9,9,0,0,0,0,36
Letitia Dean,Darren Bennett,Jive,Dead Ringer For Love,5,10,7,7,7,8,8,0,0,0,0,30
Matt Di Angelo,Flavia Cacace,Samba,Blame It On The Boogie,5,10,8,6,7,8,8,0,0,0,0,29
Alesha Dixon,Matthew Cutler,Quickstep,Valerie,5,11,1,9,9,10,10,0,0,0,0,38
Matt Di Angelo,Flavia Cacace,Argentine Tango,La Yumba,5,11,2,8,9,9,9,0,0,0,0,35
Gethin Jones,Camilla Dallerup,Paso doble,Standing In The Way Of Control,5,11,3,8,8,10,8,0,0,0,0,34
Alesha Dixon,Matthew Cutler,Argentine Tango,I'd Be Surprisingly Good For You,5,11,4,9,9,10,10,0,0,0,0,38
Matt Di Angelo,Flavia Cacace,Waltz,Open Arms,5,11,5,10,10,10,10,0,0,0,0,40
Gethin Jones,Camilla Dallerup,Argentine Tango,The World Is Not Enough,5,11,6,9,9,9,9,0,0,0,0,36
Matt Di Angelo,Flavia Cacace,American Smooth,For Once In My Life,5,12,1,9,9,9,9,0,0,0,0,36
Alesha Dixon,Matthew Cutler,Waltz,A Time For Us,5,12,2,10,10,9,10,0,0,0,0,39
Matt Di Angelo,Flavia Cacace,Salsa,Vehicle,5,12,3,9,10,10,10,0,0,0,0,39
Alesha Dixon,Matthew Cutler,Cha-cha-cha,Crazy In Love,5,12,4,9,9,10,10,0,0,0,0,38
Matt Di Angelo,Flavia Cacace,Quickstep,We Love To Boogie,5,12,5,9,8,9,9,0,0,0,0,35
Alesha Dixon,Matthew Cutler,Jive,We Love To Boogie,5,12,6,9,8,9,9,0,0,0,0,35
Matt Di Angelo,Flavia Cacace,Show dance,Are You Gonna Go My Way,5,12,7,0,0,0,0,0,0,0,0,0
Alesha Dixon,Matthew Cutler,Show dance,Holding Out For A Hero,5,12,8,0,0,0,0,0,0,0,0,0
Tom Chambers,Camilla Dallerup,Cha-cha-cha,Nowhere To Run,6,1,1,6,7,8,7,0,0,0,0,28
Phil Daniels,Flavia Cacace,Waltz,I Have Nothing,6,1,2,4,5,6,5,0,0,0,0,20
Don Warrington,Lilia Kopylova,Cha-cha-cha,Let's Groove Tonight,6,1,3,3,5,6,5,0,0,0,0,19
Austin Healey,Erin Boag,Waltz,The Rainbow Connection,6,1,4,7,8,9,8,0,0,0,0,32
Mark Foster,Hayley Holt,Waltz,Tennessee Waltz,6,1,5,3,6,7,6,0,0,0,0,22
Gary Rhodes,Karen Hardy,Cha-cha-cha,"Hippy, Hippy Shake",6,1,6,1,5,6,5,0,0,0,0,17
John Sergeant,Kristina Rihanoff,Waltz,Come Away With Me,6,1,7,5,5,6,6,0,0,0,0,22
Andrew Castle,Ola Jordan,Cha-cha-cha,Mercy,6,1,8,4,6,7,6,0,0,0,0,23
Jessie Wallace,Darren Bennett,Salsa,Hey Mambo,6,2,1,4,4,6,6,0,0,0,0,20
Christine Bleakley,Matthew Cutler,Foxtrot,The Way You Look Tonight,6,2,2,6,6,8,7,0,0,0,0,27
Lisa Snowdon,Brendan Cole,Salsa,Rhythm Is Gonna Get You,6,2,3,5,5,6,6,0,0,0,0,22
Jodie Kidd,Ian Waite,Foxtrot,I Got The World On A String,6,2,4,5,6,7,7,0,0,0,0,25
Heather Small,Brian Fortuna,Salsa,Ne Tango De Salsa,6,2,5,5,6,8,7,0,0,0,0,26
Gillian Taylforth,Anton du Beke,Foxtrot,Razzle Dazzle,6,2,6,4,5,7,6,0,0,0,0,22
Rachel Stevens,Vincent Simone,Salsa,Can't Buy Me Love (Latin Version),6,2,7,7,8,8,8,0,0,0,0,31
Cherie Lunghi,James Jordan,Foxtrot,Sweet About Me,6,2,8,8,8,9,8,0,0,0,0,33
Austin Healey,Erin Boag,Jive,You Can't Stop The Beat,6,3,1,8,8,9,9,0,0,0,0,34
Mark Foster,Hayley Holt,Tango,Tanguera,6,3,2,5,5,7,7,0,0,0,0,24
Gary Rhodes,Karen Hardy,Jive,"Lipstick, Powder and Paint",6,3,3,3,4,6,5,0,0,0,0,18
John Sergeant,Kristina Rihanoff,Tango,Boulevard of Broken Dreams,6,3,4,3,6,6,7,0,0,0,0,22
Andrew Castle,Ola Jordan,Tango,20th Century Boy,6,3,5,4,6,7,5,0,0,0,0,22
Tom Chambers,Camilla Dallerup,Jive,Black & Gold,6,3,6,7,8,9,9,0,0,0,0,33
